"Visitor","Opponent","Date","game_id","season","game_net_rating","win_percent_diff","games_played","net_rating_diff","score_diff","hollow_wind60_cent","hollow_wind50_cent","hollow_wind40_cent","hollow_wind30_cent","hollow_wind20_cent","wind_10_center","wind_40_hollow","wind_35_hollow","wind_30_hollow","wind_25_hollow","wind_20_hollow","wind_15_hollow","wind_10_hollow_5","wind_5_hollow","wind_7_hollow","wind_10_hollow","wind_2","wind_5","wind_7","wind_10","wind_15","wind_20","wind_25","wind_30","wind_35","wind_40"
TRUE,"Chicago Bulls",2012-01-21,21100232,"2011-12",-7.9,-0.623529411764706,16,-23.8,-6,-96.1,-99.6,-108.5,-285.2,-280,-237.1,0,0,0,0,5,-170.3,-92.5,-48.8,-43.3,-49.2,-77.9,-126.7,-170,-219.2,-389.5,-384.5,-384.5,-384.5,-384.5,-384.5
TRUE,"Atlanta Hawks",2012-01-21,21100227,"2011-12",-28.7,-0.258928571428571,15,-11.4,-27,-54.2,-15.7,-85.1,37,-15.4,-114.3,0,0,0,0,-39.6,0.399999999999991,-29.8,-31.3,-24.5,-5.29999999999999,-39.2,-70.5,-95,-100.3,-99.9,-139.5,-139.5,-139.5,-139.5,-139.5
TRUE,"New Orleans Hornets",2012-01-21,21100234,"2011-12",2.2,0.3625,17,5.1,2,32.5,39.1,-8.59999999999999,38.1,113.9,161.9,0,0,0,0,-11,5.59999999999999,49.5,90.8,16.5,33,9,99.8,116.3,149.3,154.9,143.9,143.9,143.9,143.9,143.9
TRUE,"New York Knicks",2012-01-21,21100228,"2011-12",4.2,0.2875,17,0,5,-114.2,67.1,4.40000000000001,1.19999999999999,-74.5,103.2,0,0,0,0,23.6,32.8,-3.9,47.3,-20.2,16.3,24,71.3,51.1,67.4,100.2,123.8,123.8,123.8,123.8,123.8
TRUE,"Utah Jazz",2012-01-21,21100236,"2011-12",-9.8,-0.176190476190476,16,-2.7,-10,-47.5,38.9,-11.1,114.2,-10.3,11.1,0,0,0,0,0,77.2,-51.8,1.9,-31.4,-20.4,-17.5,-15.6,-47,-67.4,9.8,9.8,9.8,9.8,9.8,9.8
TRUE,"New Jersey Nets",2012-01-21,21100231,"2011-12",9.8,0.533333333333333,16,12.6,10,39.8,64.2,53.9,227.2,82.7,108.4,0,0,0,0,0,106.8,51.5,43.5,31.3,20.2,11.5,55,86.3,106.5,213.3,213.3,213.3,213.3,213.3,213.3
TRUE,"Miami Heat",2012-01-21,21100229,"2011-12",-23.1,0.019047619047619,16,-1.8,-21,-1.89999999999998,36.5,-83.8,-32.6,-44.8,100.9,0,0,0,0,0,30.1,9.40000000000002,82.1,4.50000000000001,4.90000000000001,-28.7,53.4,57.9,62.8,92.9,92.9,92.9,92.9,92.9,92.9
TRUE,"Detroit Pistons",2012-01-21,21100230,"2011-12",-3.5,0.4125,16,4.1,-3,-78.7,-15.4,45,41.3,169.4,159.6,0,0,0,0,12.3,61.1,108.6,1,29.1,79.5,33.6,34.6,63.7,143.2,204.3,216.6,216.6,216.6,216.6,216.6
TRUE,"Memphis Grizzlies",2012-01-21,21100233,"2011-12",-31.1,-0.196428571428571,17,-8,-33,50.8,-62.8,-22,-67.9,-37.3,-144.3,0,0,0,0,11,-15.9,-45.6,-111.5,-4.2,-41.4,-19.3,-130.8,-135,-176.4,-192.3,-181.3,-181.3,-181.3,-181.3,-181.3
TRUE,"Houston Rockets",2012-01-21,21100235,"2011-12",-4.5,0.0916666666666667,17,7.5,-3,61.5,67.3,-4.8,74.8,99,-47.3,0,0,0,0,12.9,19.4,63.9,-20.2,-0.999999999999997,64.9,-20.5,-40.7,-41.7,23.2,42.6,55.5,55.5,55.5,55.5,55.5
TRUE,"Washington Wizards",2012-01-22,21100237,"2011-12",7.3,0.223809523809524,15,7.6,6,-26.3,39.4,24.3,15.6,202.2,129.7,0,0,0,0,0,47.8,62.1,22.3,-20.7,82.8,18.5,40.8,20.1,102.9,150.7,150.7,150.7,150.7,150.7,150.7
TRUE,"New Jersey Nets",2012-01-22,21100239,"2011-12",-11.1,-0.0625,17,-8.7,-10,-40.6999999999999,-32.9000000000001,-13.8,-15,-142.4,-84.6,0,0,0,0,-4.5,25.6,-49.7,0.600000000000001,-32,-17.7,-13.1,-12.5,-44.5,-62.2,-36.6,-41.1,-41.1,-41.1,-41.1,-41.1
TRUE,"Los Angeles Lakers",2012-01-22,21100241,"2011-12",1,0.126050420168067,15,2,2,-10.2,-38.6,100.1,-92.1,10.8,35.2,0,0,0,0,13.3,-36.1,-14.3,31.2,-4.7,-9.6,26.3,57.5,52.8,43.2,7.1,20.4,20.4,20.4,20.4,20.4
TRUE,"Miami Heat",2012-01-22,21100240,"2011-12",11.1,-0.376190476190476,15,-6,9,47.3,-28.7,-71.1,-182,-130.2,-91.1,0,0,0,0,0,-41.9,-84.4,-37.7,-25.3,-59.1,-35.7,-73.4,-98.7,-157.8,-199.7,-199.7,-199.7,-199.7,-199.7,-199.7
TRUE,"Los Angeles Clippers",2012-01-22,21100238,"2011-12",-12.4,-0.365384615384615,17,-6.6,-12,-63.8,-12.9,31.5,-28,-149.5,-84.8,0,0,0,0,6.59999999999999,22.5,-105.6,-20.7,-20.8,-84.8,-35.8,-56.5,-77.3,-162.1,-139.6,-133,-133,-133,-133,-133
TRUE,"Milwaukee Bucks",2012-01-23,21100245,"2011-12",5.2,0.305882352941176,18,3.4,5,-20.3,-16.2,109.6,-45.5,70.2,31.7,0,0,0,0,60.4,-13.5,68.2,67.4,10.3,57.9,-9.1,58.3,68.6,126.5,113,173.4,173.4,173.4,173.4,173.4
TRUE,"Oklahoma City Thunder",2012-01-23,21100247,"2011-12",-21.3,-0.577205882352941,18,-11.3,-20,-92,-15.7,-114.6,-95.9,-57.7,-198.4,0,0,0,0,-38.7,-37.9,-82.5,-70.5,-8.49999999999999,-74,-23.3,-93.8,-102.3,-176.3,-214.2,-252.9,-252.9,-252.9,-252.9,-252.9
TRUE,"Minnesota Timberwolves",2012-01-23,21100248,"2011-12",14.9,0.125,17,2.4,15,16.6,-45.9,-11.4,-71.9,31.3,10.1,0,0,0,0,-4.1,-46.9,2.1,7.8,11.4,-9.3,13.1,20.9,32.3,23,-23.9,-28,-28,-28,-28,-28
TRUE,"Golden State Warriors",2012-01-23,21100251,"2011-12",0.1,0.266666666666667,16,5.6,1,-8.6,-1.2,56.4,60.8,-7.9,41.8,0,0,0,0,0,12.2,10.7,28.4,10.4,0.300000000000004,61.8,90.2,100.6,100.9,113.1,113.1,113.1,113.1,113.1,113.1
TRUE,"Chicago Bulls",2012-01-23,21100244,"2011-12",-17.4,-0.53921568627451,18,-15.1,-15,-73.1999999999999,-75.8000000000001,-116.2,-204.5,-215.9,-85.8,0,0,0,0,-39.4,-174.9,-52.2,-33.5,-27.4,-24.8,-48.1,-81.6,-109,-133.8,-308.7,-348.1,-348.1,-348.1,-348.1,-348.1
TRUE,"Boston Celtics",2012-01-23,21100243,"2011-12",-33.7,0.333333333333333,16,-2,-31,32.5,8.1,0.799999999999997,149.1,9.90000000000001,-80.7,0,0,0,0,0,55.9,1.5,21.3,26.5,-25,11.6,32.9,59.4,34.4,90.3,90.3,90.3,90.3,90.3,90.3
TRUE,"Dallas Mavericks",2012-01-23,21100249,"2011-12",-7.5,-0.188235294117647,16,-1.2,-6,17.5,38.9,84.3,-81.2,-42.4,-127.6,0,0,0,0,34.6,-21.4,-27.6,-74.3,-61.1,33.5,8.6,-65.7,-126.8,-93.3,-114.7,-80.1,-80.1,-80.1,-80.1,-80.1
TRUE,"Portland Trail Blazers",2012-01-23,21100250,"2011-12",-12.9,-0.209558823529412,18,-4.9,-12,114.6,-9,-23.1,-131,-42.6,-195.9,0,0,0,0,-15.8,-104.6,-20.7,-52.9,11.7,-32.4,-35.7,-88.6,-76.9,-109.3,-213.9,-229.7,-229.7,-229.7,-229.7,-229.7
TRUE,"New Orleans Hornets",2012-01-23,21100246,"2011-12",4.8,0.400735294117647,18,11.7,2,69.4,46.1,108.8,22.4,155.7,85.3,0,0,0,0,41.3,38.8,40.7,14,42.4,-1.7,-2.5,11.5,53.9,52.2,91,132.3,132.3,132.3,132.3,132.3
TRUE,"Philadelphia 76ers",2012-01-23,21100242,"2011-12",-21.9,-0.5625,17,-9.6,-20,4.59999999999997,-66.7,-65.3999999999999,-168.7,-221.8,-125,0,0,0,0,-1.59999999999999,-158.3,-163.2,-43.4,-76.9,-86.3,-2.8,-46.2,-123.1,-209.4,-367.7,-369.3,-369.3,-369.3,-369.3,-369.3
TRUE,"Miami Heat",2012-01-24,21100254,"2011-12",-7.8,-0.2875,16,-14,-7,-76.3,-31.1,-95,-122.6,-142.2,-145.6,0,0,0,0,-11,-7.8,-70.2,-29.8,7.79999999999999,-78,-82.2,-112,-104.2,-182.2,-190,-201,-201,-201,-201,-201
TRUE,"Portland Trail Blazers",2012-01-24,21100256,"2011-12",-12.6,0.0367647058823529,17,3.1,-13,9.59999999999999,91,-5.7,10.1,-47.5,-3.10000000000001,0,0,0,0,-39.7,-2.5,-11.4,32.8,37.4,-48.8,21.8,54.6,92,43.2,40.7,1,1,1,1,1
TRUE,"Charlotte Bobcats",2012-01-24,21100252,"2011-12",33.3,0.198529411764706,17,18.2,33,169.2,-0.0999999999999801,43.2,154.7,246.7,97.3,0,0,0,0,4.2,51.5,120.3,-18.1,45.6,74.7,2.7,-15.4,30.2,104.9,156.4,160.6,160.6,160.6,160.6,160.6
TRUE,"Indiana Pacers",2012-01-24,21100253,"2011-12",19.9,-0.0458333333333333,17,-2.7,19,-17.9,7.49999999999999,-32.8,35.3,45,-137.3,0,0,0,0,-9.59999999999999,10.5,16.9,-2.1,10.3,6.6,-26,-28.1,-17.8,-11.2,-0.700000000000003,-10.3,-10.3,-10.3,-10.3,-10.3
TRUE,"Phoenix Suns",2012-01-24,21100255,"2011-12",2.1,-0.139705882352941,18,-3.8,3,-34.9,-19.1,-22.6,15.6,-83.1,-44.9,0,0,0,0,0.29999999999999,3.40000000000001,-74.3,-23.9,-1.09999999999999,-73.2,-24.2,-48.1,-49.2,-122.4,-119,-118.7,-118.7,-118.7,-118.7,-118.7
TRUE,"San Antonio Spurs",2012-01-25,21100265,"2011-12",-22.5,0.111111111111111,19,-3.9,-22,-19.5,-47,39.8,-82.1,-47.8,57.7,0,0,0,0,46.9,-42.2,26.1,23.7,7.39999999999999,18.7,33.6,57.3,64.7,83.4,41.2,88.1,88.1,88.1,88.1,88.1
TRUE,"Washington Wizards",2012-01-25,21100258,"2011-12",-17.9,0.0490196078431372,19,-10,-17,-51.1000000000001,-7.39999999999998,-7.09999999999997,-72.3,-45.6,-84.6,0,0,0,0,-2.00000000000003,-21.3,14,-15.3,39.8,-25.8,-15.2,-30.5,9.3,-16.5,-37.8,-39.8,-39.8,-39.8,-39.8,-39.8
TRUE,"Sacramento Kings",2012-01-25,21100267,"2011-12",30.9,0.372549019607843,18,9,29,-53,26.6,95.9,69.4,88.5,77.2,0,0,0,0,62.3,74.8,93.3,11,77.3,16,52.2,63.2,140.5,156.5,231.3,293.6,293.6,293.6,293.6,293.6
TRUE,"Chicago Bulls",2012-01-25,21100261,"2011-12",7.8,-0.154605263157895,17,-5.5,5,-15.1,-15.2,-39.1,-90.6,-154.8,-28.8,0,0,0,0,-7.89999999999999,-75.8,-30,-30.2,-7.49999999999999,-22.5,-44.2,-74.4,-81.9,-104.4,-180.2,-188.1,-188.1,-188.1,-188.1,-188.1
TRUE,"Los Angeles Lakers",2012-01-25,21100268,"2011-12",-7.2,0.0873015873015873,15,1.4,-5,-4.89999999999999,-21.1,-41.4,-14.8,59.6,3.5,0,0,0,0,-16.7,-28.6,-1.3,0.899999999999999,2.6,-3.9,23.1,24,26.6,22.7,-5.9,-22.6,-22.6,-22.6,-22.6,-22.6
TRUE,"Detroit Pistons",2012-01-25,21100260,"2011-12",3.4,0.483660130718954,18,11.4,3,37.9,-11.5,149.2,175,66.6,260.3,0,0,0,0,60.6,116.3,36.1,109.3,-27.2,63.3,14.5,123.8,96.6,159.9,276.2,336.8,336.8,336.8,336.8,336.8
TRUE,"Houston Rockets",2012-01-25,21100262,"2011-12",6.1,-0.213235294117647,17,0.2,6,47.7,48.8,-28.4,37.1,-92.3,-66,0,0,0,0,-11,64.5,-59.3,-40,-33,-26.3,-13.5,-53.5,-86.5,-112.8,-48.3,-59.3,-59.3,-59.3,-59.3,-59.3
TRUE,"Dallas Mavericks",2012-01-25,21100264,"2011-12",15.8,-0.199346405228758,18,-3.3,15,-29.4,32.7,43.7,3.59999999999999,-120,-23.7,0,0,0,0,27.2,18.2,-96.3,28.4,-64.3,-32,-34.4,-6,-70.3,-102.3,-84.1,-56.9,-56.9,-56.9,-56.9,-56.9
TRUE,"Philadelphia 76ers",2012-01-25,21100257,"2011-12",9.6,-0.428104575163399,19,-10.9,7,-83.8,-26.4,-165.1,-109.4,-201,-115.1,0,0,0,0,-72.1,-148.2,-110.6,-37.7,-54.5,-56.1,-5.1,-42.8,-97.3,-153.4,-301.6,-373.7,-373.7,-373.7,-373.7,-373.7
TRUE,"Oklahoma City Thunder",2012-01-25,21100263,"2011-12",-8.5,-0.647058823529412,18,-10.3,-10,-37.7,-62.8,-61.7,-99.4,-166.9,-119,0,0,0,0,6.5,-50,-79,-34.8,-35.7,-43.3,-38.1,-72.9,-108.6,-151.9,-201.9,-195.4,-195.4,-195.4,-195.4,-195.4
TRUE,"Cleveland Cavaliers",2012-01-25,21100259,"2011-12",-10.5,0.0367647058823529,18,10.8,-10,93.8,32.3,50.2,18.4,77.2,92.3,0,0,0,0,-7.6,-34.9,23.2,16.5,-30.1,53.3,65.6,82.1,52,105.3,70.4,62.8,62.8,62.8,62.8,62.8
TRUE,"Golden State Warriors",2012-01-25,21100269,"2011-12",-10.1,0.298611111111111,19,2.5,-8,-26.1,-53.4,21.1,91.7,0.599999999999994,109.6,0,0,0,0,54.8,29,19.1,-7.8,23.9,-4.8,29.8,22,45.9,41.1,70.1,124.9,124.9,124.9,124.9,124.9
TRUE,"Utah Jazz",2012-01-25,21100266,"2011-12",4.5,-0.388888888888889,19,-4.4,5,-34.8,-35.9,8.59999999999997,56.5,-60.5,-132.1,0,0,0,0,-12.8,17.5,-67,-99.3,-28.9,-38.1,-17.9,-117.2,-146.1,-184.2,-166.7,-179.5,-179.5,-179.5,-179.5,-179.5
TRUE,"Orlando Magic",2012-01-26,21100270,"2011-12",10.2,-0.268382352941177,17,2,8,-7.4,-22.8,-6.30000000000001,-147.6,-31.5,146.8,0,0,0,0,-2.69999999999999,-50,-34.2,-10.7,-40.2,6,54.8,44.1,3.9,9.9,-40.1,-42.8,-42.8,-42.8,-42.8,-42.8
TRUE,"Los Angeles Clippers",2012-01-26,21100271,"2011-12",-7.5,-0.0117647058823529,18,-0.5,-7,17,-24.8,57,-36.1,-43.1,53.9,0,0,0,0,-17.5,-25.9,6.3,89.5,10.5,-4.20000000000001,-17.7,71.8,82.3,78.1,52.2,34.7,34.7,34.7,34.7,34.7
TRUE,"Detroit Pistons",2012-01-27,21100274,"2011-12",5.9,0.473684210526316,20,8.8,6,42.6,20.5,122.6,27,55.8,130.7,0,0,0,0,87.1,100.7,73.5,42.3,40.5,33,7.4,49.7,90.2,123.2,223.9,311,311,311,311,311
TRUE,"Philadelphia 76ers",2012-01-27,21100272,"2011-12",-20,-0.508771929824561,20,-19.6,-17,-53.2999999999999,-103.2,-140.5,-209.8,-243.1,-216.6,0,0,0,0,-81,-158.6,-143.1,-15,-25.6,-117.5,-63.5,-78.5,-104.1,-221.6,-380.2,-461.2,-461.2,-461.2,-461.2,-461.2
TRUE,"Boston Celtics",2012-01-27,21100273,"2011-12",-6.4,0.235294117647059,18,0.7,-7,55,-10.9,50.3,66,80.2,-104.3,0,0,0,0,27.5,-39.5,103.9,-25,45.2,58.7,-56,-81,-35.8,22.9,-16.6,10.9,10.9,10.9,10.9,10.9
TRUE,"Chicago Bulls",2012-01-27,21100277,"2011-12",-8.6,-0.388235294117647,18,-8.4,-7,7,27.8,-141.9,-107.5,-187.7,-70.4,0,0,0,0,-63.3,-47.6,-82.2,-55.9,-37.5,-44.7,-8.7,-64.6,-102.1,-146.8,-194.4,-257.7,-257.7,-257.7,-257.7,-257.7
TRUE,"Cleveland Cavaliers",2012-01-27,21100275,"2011-12",3.2,-0.0959752321981424,20,1.3,3,48.8,16.7,-77.8,-63.2,-57.2,63.7,0,0,0,0,-70.4,-76.7,-14.7,86.2,-28,13.3,-10.5,75.7,47.7,61,-15.7,-86.1,-86.1,-86.1,-86.1,-86.1
TRUE,"Miami Heat",2012-01-27,21100276,"2011-12",-10.4,-0.333333333333333,19,-3.2,-10,37.3,28.2,-115.1,-93.2,-59.2,-64.6,0,0,0,0,-53.1,-43.1,-36.1,-47,-32,-4.1,11.6,-35.4,-67.4,-71.5,-114.6,-167.7,-167.7,-167.7,-167.7,-167.7
TRUE,"Golden State Warriors",2012-01-27,21100284,"2011-12",9.4,0.480392156862745,19,9.7,11,78.9,31.4,34.5,140.8,106.4,13.9,0,0,0,0,33.4,39.2,50.6,19.4,26,24.6,19.8,39.2,65.2,89.8,129,162.4,162.4,162.4,162.4,162.4
TRUE,"New Orleans Hornets",2012-01-27,21100278,"2011-12",-29.9,0.5,19,4.6,-26,8.20000000000003,22.1,70.5,124.5,110.7,77.9,0,0,0,0,14.6,77.3,55.1,-12.5,33.5,21.6,23,10.5,44,65.6,142.9,157.5,157.5,157.5,157.5,157.5
TRUE,"Portland Trail Blazers",2012-01-27,21100283,"2011-12",-37.3,-0.226006191950464,18,0.8,-38,55.9,69.6,5.3,-21.6,20.4,-102.9,0,0,0,0,-48.9,15,-10.4,-26.4,-21.1,10.7,-12.1,-38.5,-59.6,-48.9,-33.9,-82.8,-82.8,-82.8,-82.8,-82.8
TRUE,"Minnesota Timberwolves",2012-01-27,21100280,"2011-12",-6.9,0.187134502923977,20,9.9,-8,79,49.2,80.9,-78.2,74.4,50.2,0,0,0,0,44,-28.9,8.1,-4.7,-24.5,32.6,26.4,21.7,-2.8,29.8,0.899999999999999,44.9,44.9,44.9,44.9,44.9
TRUE,"Denver Nuggets",2012-01-27,21100282,"2011-12",-14.6,-0.406432748538012,20,-7.1,-15,7.69999999999998,-13.7,-72,-26.1,-51.9,-116.2,0,0,0,0,-49.6,-63.6,-50.6,-67,-29.6,-21,-28.5,-95.5,-125.1,-146.1,-209.7,-259.3,-259.3,-259.3,-259.3,-259.3
TRUE,"Dallas Mavericks",2012-01-27,21100281,"2011-12",-15.7,0.0460526315789473,17,-0.6,-15,30.3,12.8,15.7,-59,-124.4,38,0,0,0,0,-8.60000000000001,-4.59999999999999,-56.8,35.5,-29.7,-27.1,13.6,49.1,19.4,-7.7,-12.3,-20.9,-20.9,-20.9,-20.9,-20.9
TRUE,"Houston Rockets",2012-01-27,21100279,"2011-12",-25.7,-0.388888888888889,19,-5.2,-27,-5.30000000000003,-29.3,-34.9,-95.6,-81.5,-107.2,0,0,0,0,-38.4,-14.7,-85.9,-34.2,-31,-54.9,-12.8,-47,-78,-132.9,-147.6,-186,-186,-186,-186,-186
TRUE,"Philadelphia 76ers",2012-01-28,21100285,"2011-12",-25.1,-0.484210526315789,21,-9.6,-21,-84.8,-5.69999999999999,-82,-227.1,-66,-133.1,0,0,0,0,-63.8,-215.6,-78.2,-51.1,-35.6,-42.6,-19.7,-70.8,-106.4,-149,-364.6,-428.4,-428.4,-428.4,-428.4,-428.4
TRUE,"Milwaukee Bucks",2012-01-28,21100288,"2011-12",-12.8,0.190058479532164,20,0.9,-11,2.59999999999999,-40.5,46.8,74.8,99.1,3.1,0,0,0,0,12.4,46.7,65.1,-42.2,20.1,45,8.7,-33.5,-13.4,31.6,78.3,90.7,90.7,90.7,90.7,90.7
TRUE,"Phoenix Suns",2012-01-28,21100290,"2011-12",-4.3,0.222222222222222,19,2.3,-2,-51.7,-36.2,42.6,-74.9,121.6,65.2,0,0,0,0,6.5,-80,107.1,45.6,57.6,49.5,19.3,64.9,122.5,172,92,98.5,98.5,98.5,98.5,98.5
TRUE,"Houston Rockets",2012-01-28,21100287,"2011-12",-12.7,-0.210526315789474,20,3,-13,19.3,46.4,31.2,40.1,-20.4,-4.1,0,0,0,0,-12.3,61,-66.9,-4.4,-40.2,-26.7,-40.5,-44.9,-85.1,-111.8,-50.8,-63.1,-63.1,-63.1,-63.1,-63.1
TRUE,"Utah Jazz",2012-01-28,21100289,"2011-12",-4.4,-0.272445820433437,20,-6.3,-3,-40.8,4.99999999999999,-37.5,-31.5,-109.4,-56.2,0,0,0,0,-0.700000000000024,-47.6,-117.5,-61.5,-77.7,-39.8,-23.6,-85.1,-162.8,-202.6,-250.2,-250.9,-250.9,-250.9,-250.9,-250.9
TRUE,"Charlotte Bobcats",2012-01-28,21100286,"2011-12",4.3,0.00789473684210526,20,10,3,6.69999999999999,66.3,43.9000000000001,7.69999999999996,55.5,119.6,0,0,0,0,25,7.2,-11.5,19.1,11.4,-22.9,30.1,49.2,60.6,37.7,44.9,69.9,69.9,69.9,69.9,69.9
TRUE,"New Orleans Hornets",2012-01-29,21100296,"2011-12",25.2,0.489473684210526,21,7.8,22,14.4,15.9,130.5,45,53.2,48.2,0,0,0,0,74.1,44.4,83.2,28.3,28.2,55,-38,-9.7,18.5,73.5,117.9,192,192,192,192,192
TRUE,"Miami Heat",2012-01-29,21100291,"2011-12",-5.2,0.0726817042606517,22,2.4,-4,32.6,11.2,63.8,-84.6,33.5,20.2,0,0,0,2.30000000000001,41.6,-34.7,24.9,47,-38.3,63.2,-13,34,-4.3,58.9,24.2,65.8,68.1,68.1,68.1,68.1
TRUE,"Boston Celtics",2012-01-29,21100292,"2011-12",2.3,-0.111111111111111,19,-10.2,1,-127,-10,27.4,-38.5,12.9,-222.2,0,0,0,0,33.7,-30.3,10.3,-110,-16.4,26.7,-9.3,-119.3,-135.7,-109,-139.3,-105.6,-105.6,-105.6,-105.6,-105.6
TRUE,"Orlando Magic",2012-01-29,21100294,"2011-12",25.4,0.0350877192982456,19,2.7,21,20,-8.7,-49.8,85.7,-104.9,43.6,0,0,0,0,-18.1,10.6,-8.2,-13.8,2.8,-11,41.5,27.7,30.5,19.5,30.1,12,12,12,12,12
TRUE,"Denver Nuggets",2012-01-29,21100298,"2011-12",5.4,-0.111842105263158,17,-0.5,4,-8.29999999999999,7.2,-39.6,-23.4,27.7,-10,0,0,0,0,-8.89999999999998,-45.7,-22,-0.600000000000001,-20,-2.00000000000001,-45.2,-45.8,-65.8,-67.8,-113.5,-122.4,-122.4,-122.4,-122.4,-122.4
TRUE,"Minnesota Timberwolves",2012-01-29,21100297,"2011-12",4.3,0.0763157894736843,21,3.5,5,27.4,20.9,36.7,-9.6,15.9,-28.5,0,0,0,0,31.2,-5.2,4.6,-7.1,-24.9,29.5,-28.3,-35.4,-60.3,-30.8,-36,-4.8,-4.8,-4.8,-4.8,-4.8
TRUE,"Dallas Mavericks",2012-01-29,21100295,"2011-12",-2.1,0,21,6.6,-1,81.4,60.4,78,11.2,-62.4,35.6,0,0,0,0,60.8,-7.4,-58.3,-13.8,-16,-42.3,15.7,1.9,-14.1,-56.4,-63.8,-3,-3,-3,-3,-3
TRUE,"New Jersey Nets",2012-01-29,21100293,"2011-12",25,-0.05,21,2.4,21,34.6,-3.20000000000002,91,15.4,-10.1,-51.5,0,0,0,0,65.6,4.2,-51.3,-4.5,-32,-19.3,-22.9,-27.4,-59.4,-78.7,-74.5,-8.90000000000001,-8.90000000000001,-8.90000000000001,-8.90000000000001,-8.90000000000001
TRUE,"Washington Wizards",2012-01-30,21100300,"2011-12",10.8,0.572727272727273,23,13.8,10,30.2,20.9,243.9,189.4,174.5,173.7,0,0,0,-5,152.9,93.8,126.1,28.8,62.3,63.8,24.8,53.6,115.9,179.7,273.5,426.4,421.4,421.4,421.4,421.4
TRUE,"Phoenix Suns",2012-01-30,21100306,"2011-12",25.9,0.25062656641604,22,1.2,23,-50.3,-33.9,-12.5,-41.3,154.3,21.4,0,0,0,-11,0.199999999999996,-12.9,110.6,-5.5,15.6,95,50.8,45.3,60.9,155.9,143,143.2,132.2,132.2,132.2,132.2
TRUE,"Milwaukee Bucks",2012-01-30,21100302,"2011-12",-22.1,-0.230576441102757,22,-5.4,-21,-9.20000000000001,-104.9,-41.9,-47.2,36.5,-59.2,0,0,0,-12.3,-43,-58.6,-8.7,-33.2,-29.6,20.9,-35.2,-68.4,-98,-77.1,-135.7,-178.7,-191,-191,-191,-191
TRUE,"Houston Rockets",2012-01-30,21100304,"2011-12",12,-0.15,21,-2.4,12,-33.3,-13.9,74.7,15.7,12.9,-71.9,0,0,0,0,24.6,31.6,-13.9,-22.2,-10.5,-3.4,-35.8,-58,-68.5,-71.9,-40.3,-15.7,-15.7,-15.7,-15.7,-15.7
TRUE,"Miami Heat",2012-01-30,21100301,"2011-12",-18.1,-0.55,21,-10.4,-14,21.4,-51.2,-141.9,-135.8,-184.3,-119.1,0,0,0,0,-80.5,-74.3,-78.2,-15.6,-46.9,-31.3,-10.9,-26.5,-73.4,-104.7,-179,-259.5,-259.5,-259.5,-259.5,-259.5
TRUE,"Los Angeles Clippers",2012-01-30,21100307,"2011-12",-11.6,0.195046439628483,20,3.6,-12,86.3,41.8,30.7,38.6,70.5,36.6,0,0,0,0,28.2,-14.1,57.7,26.2,50.1,7.6,5,31.2,81.3,88.9,74.8,103,103,103,103,103
TRUE,"Philadelphia 76ers",2012-01-30,21100299,"2011-12",-5.8,-0.1,21,-4,-5,-4.09999999999999,9.39999999999998,-64.1,-77.4,5.2,-87.5,0,0,0,0,-4.30000000000001,-95,-37.5,-13.2,-0.800000000000011,-36.7,-100.4,-113.6,-114.4,-151.1,-246.1,-250.4,-250.4,-250.4,-250.4,-250.4
TRUE,"Utah Jazz",2012-01-30,21100305,"2011-12",-5.5,-0.0111111111111112,21,-1.4,-4,-22.7,-95.7,58.1,33.6,-46.2,130.1,0,0,0,0,80.5,-6.3,-60.7,18.9,-33.7,-27,38.5,57.4,23.7,-3.3,-9.59999999999999,70.9,70.9,70.9,70.9,70.9
TRUE,"Memphis Grizzlies",2012-01-30,21100303,"2011-12",10.3,0.0451127819548872,22,5.5,10,73.1,80,56.5,-7.60000000000001,-43.9,63.8,0,0,0,12.9,56.5,22.5,-63.8,4.2,-26.2,-37.6,2.8,7,-19.2,-56.8,-34.3,22.2,35.1,35.1,35.1,35.1
TRUE,"Toronto Raptors",2012-01-31,21100308,"2011-12",27.1,0.380952380952381,22,7.7,23,1.3,96.6,33.1,54,44.1,47.5,0,0,0,33,20.1,78.8,105,17.2,26.3,78.7,20.7,37.9,64.2,142.9,221.7,241.8,274.8,274.8,274.8,274.8
TRUE,"Cleveland Cavaliers",2012-01-31,21100309,"2011-12",4.7,0.0526315789473684,20,10.2,3,138,21.5,-39.6,78.6,1,172.6,0,0,0,0,-36.1,36.1,18.8,77.2,67,-48.2,5,82.2,149.2,101,137.1,101,101,101,101,101
TRUE,"Los Angeles Lakers",2012-01-31,21100313,"2011-12",-34.8,-0.428571428571429,22,-16.3,-33,-49.3,-77.7,-167.6,-180.2,-109.2,-179,0,0,0,2.3,-106.2,-113.8,-23.3,-55.6,-5.00000000000001,-18.3,-15.8,-71.4,-76.4,-94.7,-208.5,-314.7,-312.4,-312.4,-312.4,-312.4
TRUE,"Memphis Grizzlies",2012-01-31,21100312,"2011-12",-3.8,0.2,21,1,-3,-39.9,3.19999999999999,75.4,-20.7,-75.6,70.1,0,0,0,0,61.7,28.6,-61.3,59.1,-37.1,-24.2,23.8,82.9,45.8,21.6,50.2,111.9,111.9,111.9,111.9,111.9
