season,phase,date,team,b2b,b2b_1st,b2b_2nd,x3in4,x4in5,x5in7
2014-15,RS,2014-12-22,Los Angeles Clippers,Yes,Yes,No,Yes,No,No
2014-15,RS,2014-12-23,Los Angeles Clippers,Yes,No,Yes,Yes,Yes,Yes
2014-15,RS,2014-12-25,Los Angeles Clippers,No,No,No,Yes,No,Yes
2014-15,RS,2014-12-27,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2014-12-29,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2014-12-31,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-01-03,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-01-05,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-01-07,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-01-10,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-01-11,Los Angeles Clippers,Yes,No,Yes,No,No,No
2014-15,RS,2015-01-14,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-01-16,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-01-17,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-01-19,Los Angeles Clippers,No,No,No,Yes,No,No
2014-15,RS,2015-01-22,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-01-25,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-01-26,Los Angeles Clippers,Yes,No,Yes,No,No,No
2014-15,RS,2015-01-28,Los Angeles Clippers,No,No,No,Yes,No,No
2014-15,RS,2015-01-30,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-01-31,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2014-15,RS,2015-02-02,Los Angeles Clippers,No,No,No,Yes,No,No
2014-15,RS,2015-02-05,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-02-06,Los Angeles Clippers,Yes,No,Yes,No,No,No
2014-15,RS,2015-02-08,Los Angeles Clippers,Yes,Yes,No,Yes,No,No
2014-15,RS,2015-02-09,Los Angeles Clippers,Yes,No,Yes,Yes,Yes,No
2014-15,RS,2015-02-11,Los Angeles Clippers,No,No,No,Yes,No,Yes
2014-15,RS,2015-02-19,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-02-21,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-02-23,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-02-25,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-02-27,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-03-01,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-03-02,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-03-04,Los Angeles Clippers,No,No,No,Yes,No,No
2014-15,RS,2015-03-08,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-03-09,Los Angeles Clippers,Yes,No,Yes,No,No,No
2014-15,RS,2015-03-11,Los Angeles Clippers,No,No,No,Yes,No,No
2014-15,RS,2015-03-13,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-03-15,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-03-17,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-03-18,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-03-20,Los Angeles Clippers,No,No,No,Yes,No,No
2014-15,RS,2015-03-22,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-03-25,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-03-27,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-03-29,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-03-31,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-04-01,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-04-04,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-04-05,Los Angeles Clippers,Yes,No,Yes,No,No,No
2014-15,RS,2015-04-07,Los Angeles Clippers,No,No,No,Yes,No,No
2014-15,RS,2015-04-11,Los Angeles Clippers,No,No,No,No,No,No
2014-15,RS,2015-04-13,Los Angeles Clippers,Yes,Yes,No,No,No,No
2014-15,RS,2015-04-14,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-10-28,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-10-29,Los Angeles Clippers,Yes,No,Yes,No,No,No
2015-16,RS,2015-10-31,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2015-11-02,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2015-11-04,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2015-11-07,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2015-11-09,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2015-11-11,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-11-12,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-11-14,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2015-11-19,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-11-20,Los Angeles Clippers,Yes,No,Yes,No,No,No
2015-16,RS,2015-11-22,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2015-11-24,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-11-25,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2015-16,RS,2015-11-27,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2015-11-29,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-11-30,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2015-16,RS,2015-12-02,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2015-12-05,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2015-12-07,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2015-12-09,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-12-10,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-12-12,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2015-12-14,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2015-12-16,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2015-12-18,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-12-19,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-12-21,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2015-12-25,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-12-26,Los Angeles Clippers,Yes,No,Yes,No,No,No
2015-16,RS,2015-12-28,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2015-12-30,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2015-12-31,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2015-16,RS,2016-01-02,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2016-01-06,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-01-09,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-01-10,Los Angeles Clippers,Yes,No,Yes,No,No,No
2015-16,RS,2016-01-13,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-01-16,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-01-18,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-01-21,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-01-22,Los Angeles Clippers,Yes,No,Yes,No,No,No
2015-16,RS,2016-01-24,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2016-01-26,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-01-27,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2015-16,RS,2016-01-29,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2016-01-31,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-02-03,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-02-05,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-02-07,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-02-08,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2015-16,RS,2016-02-10,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2016-02-18,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-02-20,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-02-22,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-02-24,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-02-26,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-02-29,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-03-02,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-03-05,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-03-07,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-03-09,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-03-11,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-03-13,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-03-15,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-03-16,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2015-16,RS,2016-03-19,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-03-20,Los Angeles Clippers,Yes,No,Yes,No,No,No
2015-16,RS,2016-03-23,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-03-24,Los Angeles Clippers,Yes,No,Yes,No,No,No
2015-16,RS,2016-03-27,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-03-28,Los Angeles Clippers,Yes,No,Yes,No,No,No
2015-16,RS,2016-03-30,Los Angeles Clippers,Yes,Yes,No,Yes,No,No
2015-16,RS,2016-03-31,Los Angeles Clippers,Yes,No,Yes,Yes,Yes,No
2015-16,RS,2016-04-03,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-04-05,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-04-06,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2015-16,RS,2016-04-08,Los Angeles Clippers,No,No,No,Yes,No,No
2015-16,RS,2016-04-10,Los Angeles Clippers,No,No,No,No,No,No
2015-16,RS,2016-04-12,Los Angeles Clippers,Yes,Yes,No,No,No,No
2015-16,RS,2016-04-13,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-10-27,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-10-30,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2016-10-31,Los Angeles Clippers,Yes,No,Yes,No,No,No
2016-17,RS,2016-11-02,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2016-11-04,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2016-11-05,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2016-17,RS,2016-11-07,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2016-11-09,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-11-11,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2016-11-12,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-11-14,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2016-11-16,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-11-18,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2016-11-19,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-11-21,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2016-11-23,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-11-25,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-11-27,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-11-29,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-12-01,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2016-12-02,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-12-04,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2016-12-07,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-12-10,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-12-12,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-12-14,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-12-16,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-12-18,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-12-20,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2016-12-22,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2016-12-23,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-12-25,Los Angeles Clippers,Yes,Yes,No,Yes,No,No
2016-17,RS,2016-12-26,Los Angeles Clippers,Yes,No,Yes,Yes,Yes,Yes
2016-17,RS,2016-12-28,Los Angeles Clippers,No,No,No,Yes,No,Yes
2016-17,RS,2016-12-30,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2016-12-31,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2016-17,RS,2017-01-02,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2017-01-04,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-01-06,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-01-08,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-01-11,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-01-14,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-01-16,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-01-19,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-01-21,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-01-23,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-01-24,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2016-17,RS,2017-01-28,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-02-01,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-02-02,Los Angeles Clippers,Yes,No,Yes,No,No,No
2016-17,RS,2017-02-05,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-02-06,Los Angeles Clippers,Yes,No,Yes,No,No,No
2016-17,RS,2017-02-08,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2017-02-11,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-02-13,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-02-15,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-02-23,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-02-24,Los Angeles Clippers,Yes,No,Yes,No,No,No
2016-17,RS,2017-02-26,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2017-03-01,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-03-03,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-04,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2016-17,RS,2017-03-06,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2017-03-08,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-09,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2016-17,RS,2017-03-11,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2017-03-13,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-03-15,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-16,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2016-17,RS,2017-03-18,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2017-03-20,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-21,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2016-17,RS,2017-03-23,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2017-03-25,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-26,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2016-17,RS,2017-03-29,Los Angeles Clippers,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-30,Los Angeles Clippers,Yes,No,Yes,No,No,No
2016-17,RS,2017-04-01,Los Angeles Clippers,No,No,No,Yes,No,No
2016-17,RS,2017-04-05,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-04-08,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-04-10,Los Angeles Clippers,No,No,No,No,No,No
2016-17,RS,2017-04-12,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-10-19,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-10-21,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-10-24,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-10-26,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-10-28,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-10-30,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-11-01,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-11-04,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2017-11-05,Los Angeles Clippers,Yes,No,Yes,No,No,No
2017-18,RS,2017-11-07,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2017-11-10,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2017-11-11,Los Angeles Clippers,Yes,No,Yes,No,No,No
2017-18,RS,2017-11-13,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2017-11-17,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2017-11-18,Los Angeles Clippers,Yes,No,Yes,No,No,No
2017-18,RS,2017-11-20,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2017-11-22,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-11-25,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-11-27,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-11-30,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-12-02,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2017-12-03,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2017-18,RS,2017-12-06,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-12-09,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-12-11,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-12-13,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-12-15,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2017-12-16,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2017-18,RS,2017-12-18,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2017-12-20,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-12-22,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2017-12-23,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2017-18,RS,2017-12-26,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-12-29,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2017-12-31,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-02,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-04,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-06,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-08,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-10,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2018-01-11,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2017-18,RS,2018-01-13,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2018-01-15,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-17,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-20,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-22,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-24,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-26,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-28,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-01-30,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-02-03,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-02-05,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-02-09,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2018-02-10,Los Angeles Clippers,Yes,No,Yes,No,No,No
2017-18,RS,2018-02-12,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2018-02-14,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-02-22,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2018-02-23,Los Angeles Clippers,Yes,No,Yes,No,No,No
2017-18,RS,2018-02-27,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2018-02-28,Los Angeles Clippers,Yes,No,Yes,No,No,No
2017-18,RS,2018-03-02,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2018-03-04,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-03-06,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-03-09,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2018-03-10,Los Angeles Clippers,Yes,No,Yes,No,No,No
2017-18,RS,2018-03-13,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-03-15,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2018-03-16,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2017-18,RS,2018-03-18,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2018-03-20,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2018-03-21,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2017-18,RS,2018-03-23,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2018-03-25,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-03-27,Los Angeles Clippers,Yes,Yes,No,No,No,No
2017-18,RS,2018-03-28,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2017-18,RS,2018-03-30,Los Angeles Clippers,No,No,No,Yes,No,No
2017-18,RS,2018-04-01,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-04-03,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-04-05,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-04-07,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-04-09,Los Angeles Clippers,No,No,No,No,No,No
2017-18,RS,2018-04-11,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-10-17,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-10-19,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-10-21,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-10-23,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-10-26,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-10-28,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-10-30,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-01,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2018-11-02,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2018-11-05,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-08,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-10,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-12,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-15,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-17,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-19,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2018-11-20,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2018-11-23,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-25,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-11-28,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2018-11-29,Los Angeles Clippers,Yes,No,Yes,No,No,No
2018-19,RS,2018-12-02,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2018-12-03,Los Angeles Clippers,Yes,No,Yes,No,No,No
2018-19,RS,2018-12-05,Los Angeles Clippers,No,No,No,Yes,No,No
2018-19,RS,2018-12-08,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-12-10,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2018-12-11,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2018-12-13,Los Angeles Clippers,No,No,No,Yes,No,No
2018-19,RS,2018-12-15,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-12-17,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-12-20,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-12-22,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2018-12-23,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2018-12-26,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2018-12-28,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2018-12-29,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2019-01-01,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-04,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-06,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-08,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-10,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-12,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-14,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-16,Los Angeles Clippers,No,No,No,No,No,No
